date,airport,direction,time,destination,flight,airline,airline_source,duration,page_date_verified,scraped_at
2026-02-20,BKK,departure,01:00,ICN Seoul,7C2504,Jeju Air,text,5h 25m,True,2026-02-10T19:29:49.402034
2026-02-20,BKK,departure,01:00,FUK Fukuoka,TG648,Thai Airways,text,5h 10m,True,2026-02-10T19:29:49.490682
2026-02-20,BKK,departure,01:00,NBO Nairobi,KQ887,Kenya Airways,text,9h 5m,True,2026-02-10T19:29:49.575878
2026-02-20,BKK,departure,01:05,PEK Beijing,HU7996,Hainan Airlines,text,4h 45m,True,2026-02-10T19:29:49.660134
2026-02-20,BKK,departure,01:05,DXB Dubai,EK385,Emirates,text,6h 50m,True,2026-02-10T19:29:49.742257
2026-02-20,BKK,departure,01:10,KIX Osaka,JL728,JAL,text,5h 0m,True,2026-02-10T19:29:49.828585
2026-02-20,BKK,departure,01:10,KIX Osaka,MM92,Peach Aviation,text,5h 35m,True,2026-02-10T19:29:49.911247
2026-02-20,BKK,departure,01:10,PVG Shanghai,TG662,Thai Airways,text,4h 15m,True,2026-02-10T19:29:49.999865
2026-02-20,BKK,departure,01:10,TFU Chengdu,3U3938,Sichuan Airlines,text,3h 0m,True,2026-02-10T19:29:50.101551
2026-02-20,BKK,departure,01:15,PVG Shanghai,9C8756,Spring Airlines,text,4h 25m,True,2026-02-10T19:29:50.207301
2026-02-20,BKK,departure,01:30,PEK Beijing,CA980,Air China,text,4h 40m,True,2026-02-10T19:29:50.294272
2026-02-20,BKK,departure,01:30,ICN Seoul,TW102,T´Way Air,text,5h 30m,True,2026-02-10T19:29:50.383624
2026-02-20,BKK,departure,01:35,ADD Addis Ababa,ET629,Ethiopian,text,8h 30m,True,2026-02-10T19:29:50.474641
2026-02-20,BKK,departure,01:40,NKG Nanjing,MU7704,China Eastern,text,4h 0m,True,2026-02-10T19:29:50.559243
2026-02-20,BKK,departure,01:40,HKG Hong Kong,HB296,Greater Bay Airlines,text,2h 55m,True,2026-02-10T19:29:50.646462
2026-02-20,BKK,departure,01:45,XMN Xiamen,MF844,XiamenAir,text,3h 30m,True,2026-02-10T19:29:50.732025
2026-02-20,BKK,departure,01:50,PVG Shanghai,HO1358,Juneyao Airlines,text,4h 5m,True,2026-02-10T19:29:50.821325
2026-02-20,BKK,departure,01:50,TPE Taipei,VZ566,Vietjet Thailand,text,3h 40m,True,2026-02-10T19:29:50.907812
2026-02-20,BKK,departure,01:55,PVG Shanghai,FM850,Shanghai Airlines,text,4h 15m,True,2026-02-10T19:29:50.998082
2026-02-20,BKK,departure,01:55,HKG Hong Kong,HX780,Hong Kong Airlines,text,3h 0m,True,2026-02-10T19:29:51.089529
2026-02-20,BKK,departure,02:00,DXB Dubai,EK377,Emirates,text,6h 55m,True,2026-02-10T19:29:51.200938
2026-02-20,BKK,departure,02:00,DOH Doha,QR837,Qatar Airways,text,7h 25m,True,2026-02-10T19:29:51.309896
2026-02-20,BKK,departure,02:05,ICN Seoul,KE656,Korean Air,text,5h 35m,True,2026-02-10T19:29:51.389979
2026-02-20,BKK,departure,02:10,CAN Guangzhou,CZ3036,China Southern,text,2h 55m,True,2026-02-10T19:29:51.473425
2026-02-20,BKK,departure,02:10,TFU Chengdu,MU7322,China Eastern,text,2h 55m,True,2026-02-10T19:29:51.554750
2026-02-20,BKK,departure,02:15,TPE Taipei,BR206,EVA Air,text,3h 35m,True,2026-02-10T19:29:51.632963
2026-02-20,BKK,departure,02:20,NKG Nanjing,MU2804,China Eastern,text,3h 50m,True,2026-02-10T19:29:51.710739
2026-02-20,BKK,departure,02:20,RGN Yangon,8M391,MAI,text,1h 20m,True,2026-02-10T19:29:51.790420
2026-02-20,BKK,departure,02:25,ICN Seoul,VZ850,Vietjet Thailand,text,5h 30m,True,2026-02-10T19:29:51.874036
2026-02-20,BKK,departure,02:25,TAO Qingdao,SC4080,Shandong Airlines,text,4h 40m,True,2026-02-10T19:29:51.952885
2026-02-20,BKK,departure,02:30,PVG Shanghai,CA806,Air China,text,4h 10m,True,2026-02-10T19:29:52.036400
2026-02-20,BKK,departure,02:30,TAE Daegu,TW106,T´Way Air,text,5h 10m,True,2026-02-10T19:29:52.118375
2026-02-20,BKK,departure,02:35,TPE Taipei,CI838,China Airlines,text,3h 40m,True,2026-02-10T19:29:52.219349
2026-02-20,BKK,departure,02:40,SZX Shenzhen,CZ8158,China Southern,text,3h 25m,True,2026-02-10T19:29:52.324322
2026-02-20,BKK,departure,02:45,VIE Vienna,BR61,EVA Air,text,11h 25m,True,2026-02-10T19:29:52.413064
2026-02-20,BKK,departure,02:50,WUH Wuhan,CZ3030,China Southern,text,3h 40m,True,2026-02-10T19:29:52.500696
2026-02-20,BKK,departure,02:50,CGO Zhengzhou,CZ3080,China Southern,text,4h 0m,True,2026-02-10T19:29:52.589963
2026-02-20,BKK,departure,02:55,DXB Dubai,EK371,Emirates,text,6h 40m,True,2026-02-10T19:29:52.676512
2026-02-20,BKK,departure,02:55,AUH Abu Dhabi,EY401,Etihad,text,6h 50m,True,2026-02-10T19:29:52.768438
2026-02-20,BKK,departure,03:00,DOH Doha,QR827,Qatar Airways,text,7h 25m,True,2026-02-10T19:29:52.856711
2026-02-20,BKK,departure,03:00,KWI Kuwait,KU414,Kuwait Airways,text,7h 35m,True,2026-02-10T19:29:52.993101
2026-02-20,BKK,departure,03:05,TNA Jinan,SC8076,Shandong Airlines,text,4h 20m,True,2026-02-10T19:29:53.077805
2026-02-20,BKK,departure,03:10,CAN Guangzhou,MU2078,China Eastern,text,3h 45m,True,2026-02-10T19:29:53.161516
2026-02-20,BKK,departure,03:15,SZX Shenzhen,ZH306,Shenzhen Airlines,text,2h 45m,True,2026-02-10T19:29:53.249585
2026-02-20,BKK,departure,03:20,HKG Hong Kong,HX760,Hong Kong Airlines,text,2h 55m,True,2026-02-10T19:29:53.349915
2026-02-20,BKK,departure,03:30,KHN Nanchang,9C8610,Spring Airlines,text,3h 35m,True,2026-02-10T19:29:53.452127
2026-02-20,BKK,departure,03:40,WUH Wuhan,MU2564,China Eastern,text,3h 30m,True,2026-02-10T19:29:53.532749
2026-02-20,BKK,departure,03:50,MNL Manila,5J932,Cebu Pacific,text,3h 40m,True,2026-02-10T19:29:53.616132
2026-02-20,BKK,departure,04:00,NGB Ningbo,9C7534,Spring Airlines,text,4h 0m,True,2026-02-10T19:29:53.703895
2026-02-20,BKK,departure,05:05,PVG Shanghai,FM848,Shanghai Airlines,text,4h 30m,True,2026-02-10T19:29:53.791957
2026-02-20,BKK,departure,05:40,CIT Shymkent,DV470,SCAT Airlines,text,6h 25m,True,2026-02-10T19:29:53.879096
2026-02-20,BKK,departure,05:40,KUL Kuala Lumpur,MH797,Malaysia Airlines,text,2h 15m,True,2026-02-10T19:29:53.967023
2026-02-20,BKK,departure,05:45,PVG Shanghai,MU7390,China Eastern,text,4h 15m,True,2026-02-10T19:29:54.057802
2026-02-20,BKK,departure,05:50,CCU Kolkata,6E1058,IndiGo,text,3h 0m,True,2026-02-10T19:29:54.142417
2026-02-20,BKK,departure,05:50,IST Istanbul,TK59,Turkish Airlines,text,10h 40m,True,2026-02-10T19:29:54.228065
2026-02-20,BKK,departure,06:00,USM Koh Samui,PG101,Bangkok Airways,text,1h 10m,True,2026-02-10T19:29:54.319796
2026-02-20,BKK,departure,06:00,PBH Paro,KB153,Drukair,text,3h 15m,True,2026-02-10T19:29:54.420516
2026-02-20,BKK,departure,06:05,NST Nakhon Si Thammarat,VZ330,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:29:54.522092
2026-02-20,BKK,departure,06:10,USM Koh Samui,PG109,Bangkok Airways,text,1h 35m,True,2026-02-10T19:29:54.610655
2026-02-20,BKK,departure,06:10,HKT Phuket,VZ302,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:29:54.698472
2026-02-20,BKK,departure,06:30,USM Koh Samui,PG107,Bangkok Airways,text,1h 35m,True,2026-02-10T19:29:54.784382
2026-02-20,BKK,departure,06:30,CEI Chiang Rai,VZ130,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:29:54.871371
2026-02-20,BKK,departure,06:30,CCU Kolkata,B3701,Bhutan Airlines,text,2h 45m,True,2026-02-10T19:29:54.961361
2026-02-20,BKK,departure,06:35,KBV Krabi,FD4402,Thai AirAsia,text,1h 25m,True,2026-02-10T19:29:55.067671
2026-02-20,BKK,departure,06:35,HDY Hat Yai,TG259,Thai Airways,text,1h 30m,True,2026-02-10T19:29:55.168578
2026-02-20,BKK,departure,06:35,CNX Chiang Mai,VZ100,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:29:55.273246
2026-02-20,BKK,departure,06:50,CEI Chiang Rai,FD4150,Thai AirAsia,text,1h 20m,True,2026-02-10T19:29:55.361964
2026-02-20,BKK,departure,06:50,HKT Phuket,VZ314,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:29:55.455518
2026-02-20,BKK,departure,06:55,KKC Khon Kaen,TG40,Thai Airways,text,1h 0m,True,2026-02-10T19:29:55.554880
2026-02-20,BKK,departure,06:55,UTH Udon Thani,TG2,Thai Airways,text,1h 5m,True,2026-02-10T19:29:55.653382
2026-02-20,BKK,departure,07:00,THS Sukhothai,PG211,Bangkok Airways,text,1h 20m,True,2026-02-10T19:29:55.737716
2026-02-20,BKK,departure,07:00,USM Koh Samui,PG125,Bangkok Airways,text,1h 10m,True,2026-02-10T19:29:55.825879
2026-02-20,BKK,departure,07:00,UBP Ubon Ratchathani,TG20,Thai Airways,text,1h 10m,True,2026-02-10T19:29:55.908352
2026-02-20,BKK,departure,07:00,DEL Delhi,TG323,Thai Airways,text,4h 25m,True,2026-02-10T19:29:55.994899
2026-02-20,BKK,departure,07:05,UTH Udon Thani,FD4350,Thai AirAsia,text,1h 5m,True,2026-02-10T19:29:56.079096
2026-02-20,BKK,departure,07:05,KBV Krabi,PG261,Bangkok Airways,text,1h 30m,True,2026-02-10T19:29:56.172727
2026-02-20,BKK,departure,07:05,KBV Krabi,VZ340,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:29:56.261238
2026-02-20,BKK,departure,07:05,KKC Khon Kaen,VZ210,Vietjet Thailand,text,1h 5m,True,2026-02-10T19:29:56.344430
2026-02-20,BKK,departure,07:05,MFM Macau,NX9989,Air Macau,text,3h 5m,True,2026-02-10T19:29:56.437218
2026-02-20,BKK,departure,07:10,NRT Tokyo,NH806,ANA,text,5h 55m,True,2026-02-10T19:29:56.538856
2026-02-20,BKK,departure,07:10,HDY Hat Yai,VZ320,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:29:56.646780
2026-02-20,BKK,departure,07:25,CNX Chiang Mai,TG102,Thai Airways,text,1h 20m,True,2026-02-10T19:29:56.731911
2026-02-20,BKK,departure,07:25,KTI Phnom Penh,TG586,Thai Airways,text,1h 20m,True,2026-02-10T19:29:56.813856
2026-02-20,BKK,departure,07:30,URT Surat Thani,FD4212,Thai AirAsia,text,1h 25m,True,2026-02-10T19:29:56.897251
2026-02-20,BKK,departure,07:30,USM Koh Samui,PG121,Bangkok Airways,text,1h 10m,True,2026-02-10T19:29:56.980667
2026-02-20,BKK,departure,07:35,PER Perth,TG481,Thai Airways,text,6h 50m,True,2026-02-10T19:29:57.065147
2026-02-20,BKK,departure,07:35,KBV Krabi,TG241,Thai Airways,text,1h 20m,True,2026-02-10T19:29:57.148532
2026-02-20,BKK,departure,07:40,HKT Phuket,TG201,Thai Airways,text,1h 30m,True,2026-02-10T19:29:57.233281
2026-02-20,BKK,departure,07:45,HAN Hanoi,TG560,Thai Airways,text,1h 50m,True,2026-02-10T19:29:57.314339
2026-02-20,BKK,departure,07:45,SAI Siem Reap,TG588,Thai Airways,text,1h 0m,True,2026-02-10T19:29:57.407738
2026-02-20,BKK,departure,07:45,SGN Ho Chi Minh City,TG550,Thai Airways,text,1h 30m,True,2026-02-10T19:29:57.508076
2026-02-20,BKK,departure,07:45,MNL Manila,TG620,Thai Airways,text,3h 10m,True,2026-02-10T19:29:57.610605
2026-02-20,BKK,departure,07:50,HKT Phuket,FD4124,Thai AirAsia,text,1h 40m,True,2026-02-10T19:29:57.701838
2026-02-20,BKK,departure,07:50,KMG Kunming,MU9622,China Eastern,text,2h 35m,True,2026-02-10T19:29:57.789788
2026-02-20,BKK,departure,07:55,SAI Siem Reap,PG903,Bangkok Airways,text,1h 20m,True,2026-02-10T19:29:57.876611
2026-02-20,BKK,departure,07:55,HKG Hong Kong,CX756,Cathay Pacific,text,2h 50m,True,2026-02-10T19:29:57.966337
2026-02-20,BKK,departure,08:00,HKT Phuket,PG271,Bangkok Airways,text,1h 35m,True,2026-02-10T19:29:58.055202
2026-02-20,BKK,departure,08:00,HKT Phuket,TG203,Thai Airways,text,1h 25m,True,2026-02-10T19:29:58.140901
2026-02-20,BKK,departure,08:00,NRT Tokyo,TG676,Thai Airways,text,5h 50m,True,2026-02-10T19:29:58.233710
2026-02-20,BKK,departure,08:00,HKG Hong Kong,TG600,Thai Airways,text,2h 45m,True,2026-02-10T19:29:58.325453
2026-02-20,BKK,departure,08:00,SIN Singapore,TG403,Thai Airways,text,2h 15m,True,2026-02-10T19:29:58.418427
2026-02-20,BKK,departure,08:05,NRT Tokyo,JL708,JAL,text,5h 55m,True,2026-02-10T19:29:58.517329
2026-02-20,BKK,departure,08:05,CNX Chiang Mai,PG215,Bangkok Airways,text,1h 20m,True,2026-02-10T19:29:58.620019
2026-02-20,BKK,departure,08:05,USM Koh Samui,PG123,Bangkok Airways,text,1h 15m,True,2026-02-10T19:29:58.725583
2026-02-20,BKK,departure,08:05,HEL Helsinki,AY142,Finnair,text,12h 35m,True,2026-02-10T19:29:58.815056
2026-02-20,BKK,departure,08:10,TDX Trat,PG301,Bangkok Airways,text,1h 0m,True,2026-02-10T19:29:58.904373
2026-02-20,BKK,departure,08:10,CEI Chiang Rai,TG130,Thai Airways,text,1h 30m,True,2026-02-10T19:29:58.992809
2026-02-20,BKK,departure,08:10,TAS Tashkent,HY532,Uzbekistan Airways,text,7h 0m,True,2026-02-10T19:29:59.080337
2026-02-20,BKK,departure,08:10,SHJ Sharjah,G9822,Air Arabia,text,7h 0m,True,2026-02-10T19:29:59.168516
2026-02-20,BKK,departure,08:15,YVR Vancouver,AC66,Air Canada,text,13h 20m,True,2026-02-10T19:29:59.256944
2026-02-20,BKK,departure,08:15,KIX Osaka,TG672,Thai Airways,text,5h 30m,True,2026-02-10T19:29:59.348218
2026-02-20,BKK,departure,08:15,DOH Doha,QR831,Qatar Airways,text,7h 25m,True,2026-02-10T19:29:59.438132
2026-02-20,BKK,departure,08:15,DAD Da Nang,VZ964,Vietjet Thailand,text,1h 40m,True,2026-02-10T19:29:59.524107
2026-02-20,BKK,departure,08:15,TPE Taipei,TG632,Thai Airways,text,3h 30m,True,2026-02-10T19:29:59.621050
2026-02-20,BKK,departure,08:20,HKT Phuket,VZ300,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:29:59.721183
2026-02-20,BKK,departure,08:20,MEL Melbourne,TG461,Thai Airways,text,9h 0m,True,2026-02-10T19:29:59.820906
2026-02-20,BKK,departure,08:20,CGK Jakarta,TG433,Thai Airways,text,3h 35m,True,2026-02-10T19:29:59.901307
2026-02-20,BKK,departure,08:20,CAN Guangzhou,CZ362,China Southern,text,2h 50m,True,2026-02-10T19:29:59.982683
2026-02-20,BKK,departure,08:30,HDY Hat Yai,FD4202,Thai AirAsia,text,1h 30m,True,2026-02-10T19:30:00.068684
2026-02-20,BKK,departure,08:30,KTI Phnom Penh,VZ720,Vietjet Thailand,text,1h 15m,True,2026-02-10T19:30:00.153207
2026-02-20,BKK,departure,08:30,SYD Sydney,TG475,Thai Airways,text,9h 20m,True,2026-02-10T19:30:00.234966
2026-02-20,BKK,departure,08:30,UTH Udon Thani,VZ200,Vietjet Thailand,text,1h 10m,True,2026-02-10T19:30:00.317373
2026-02-20,BKK,departure,08:45,KUL Kuala Lumpur,TG415,Thai Airways,text,2h 10m,True,2026-02-10T19:30:00.398303
2026-02-20,BKK,departure,08:50,DEL Delhi,AI2333,Air India,text,4h 45m,True,2026-02-10T19:30:00.482866
2026-02-20,BKK,departure,08:50,DPS Denpasar,TG431,Thai Airways,text,4h 25m,True,2026-02-10T19:30:00.578511
2026-02-20,BKK,departure,08:55,AUH Abu Dhabi,EY403,Etihad,text,6h 50m,True,2026-02-10T19:30:00.674716
2026-02-20,BKK,departure,09:00,USM Koh Samui,PG119,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:00.771153
2026-02-20,BKK,departure,09:00,CMB Colombo,UL403,SriLankan Airlines,text,3h 30m,True,2026-02-10T19:30:00.898892
2026-02-20,BKK,departure,09:00,MCT Muscat,WY818,Oman Air,text,6h 10m,True,2026-02-10T19:30:00.980090
2026-02-20,BKK,departure,09:05,DOH Doha,QR839,Qatar Airways,text,7h 25m,True,2026-02-10T19:30:01.060994
2026-02-20,BKK,departure,09:05,TPE Taipei,VZ568,Vietjet Thailand,text,3h 40m,True,2026-02-10T19:30:01.142291
2026-02-20,BKK,departure,09:10,HND Tokyo,NH848,ANA,text,5h 45m,True,2026-02-10T19:30:01.227014
2026-02-20,BKK,departure,09:15,JJN Jinjiang,AQ1436,9 Air,text,2h 45m,True,2026-02-10T19:30:01.315030
2026-02-20,BKK,departure,09:15,AMS Amsterdam,KL842,KLM,text,12h 30m,True,2026-02-10T19:30:01.402900
2026-02-20,BKK,departure,09:15,SIN Singapore,TR609,Scoot,text,2h 40m,True,2026-02-10T19:30:01.490951
2026-02-20,BKK,departure,09:15,CDG Paris,AF183,Air France,text,13h 5m,True,2026-02-10T19:30:01.579670
2026-02-20,BKK,departure,09:20,USM Koh Samui,PG127,Bangkok Airways,text,1h 15m,True,2026-02-10T19:30:01.681881
2026-02-20,BKK,departure,09:20,RGN Yangon,UB20,Myanmar National Airlines,text,1h 25m,True,2026-02-10T19:30:01.786124
2026-02-20,BKK,departure,09:20,CEI Chiang Rai,VZ138,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:30:01.869045
2026-02-20,BKK,departure,09:20,CAN Guangzhou,TG668,Thai Airways,text,3h 0m,True,2026-02-10T19:30:01.952281
2026-02-20,BKK,departure,09:25,PVG Shanghai,FM854,Shanghai Airlines,text,4h 25m,True,2026-02-10T19:30:02.039890
2026-02-20,BKK,departure,09:25,AUH Abu Dhabi,EY409,Etihad,text,6h 50m,True,2026-02-10T19:30:02.123671
2026-02-20,BKK,departure,09:30,DXB Dubai,EK375,Emirates,text,6h 45m,True,2026-02-10T19:30:02.204528
2026-02-20,BKK,departure,09:35,URT Surat Thani,VZ350,Vietjet Thailand,text,1h 15m,True,2026-02-10T19:30:02.295247
2026-02-20,BKK,departure,09:35,SIN Singapore,SQ705,Singapore Airlines,text,2h 35m,True,2026-02-10T19:30:02.383220
2026-02-20,BKK,departure,09:40,ICN Seoul,KE660,Korean Air,text,5h 25m,True,2026-02-10T19:30:02.471460
2026-02-20,BKK,departure,09:40,HKT Phuket,TG205,Thai Airways,text,1h 30m,True,2026-02-10T19:30:02.558613
2026-02-20,BKK,departure,09:40,PQC Phu Quoc,VZ980,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:30:02.648362
2026-02-20,BKK,departure,09:45,RGN Yangon,TG301,Thai Airways,text,1h 20m,True,2026-02-10T19:30:02.749530
2026-02-20,BKK,departure,09:55,VTE Vientiane,QV442,Lao Airlines,text,1h 15m,True,2026-02-10T19:30:02.855637
2026-02-20,BKK,departure,09:55,HND Tokyo,JL32,JAL,text,5h 35m,True,2026-02-10T19:30:02.940468
2026-02-20,BKK,departure,10:00,CNX Chiang Mai,PG223,Bangkok Airways,text,1h 20m,True,2026-02-10T19:30:03.027971
2026-02-20,BKK,departure,10:05,TFU Chengdu,TG618,Thai Airways,text,2h 55m,True,2026-02-10T19:30:03.113521
2026-02-20,BKK,departure,10:05,ALA Almaty,KC932,Air Astana,text,7h 15m,True,2026-02-10T19:30:03.207329
2026-02-20,BKK,departure,10:10,BOM Mumbai,6E1052,IndiGo,text,5h 5m,True,2026-02-10T19:30:03.294273
2026-02-20,BKK,departure,10:10,PEK Beijing,TG614,Thai Airways,text,4h 40m,True,2026-02-10T19:30:03.382323
2026-02-20,BKK,departure,10:10,IST Istanbul,TK65,Turkish Airlines,text,10h 35m,True,2026-02-10T19:30:03.472216
2026-02-20,BKK,departure,10:15,USM Koh Samui,PG129,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:03.557299
2026-02-20,BKK,departure,10:15,SVO Moscow,SU271,Aeroflot,text,10h 10m,True,2026-02-10T19:30:03.646263
2026-02-20,BKK,departure,10:15,CNX Chiang Mai,TG104,Thai Airways,text,1h 15m,True,2026-02-10T19:30:03.743289
2026-02-20,BKK,departure,10:15,KTM Kathmandu,TG319,Thai Airways,text,3h 25m,True,2026-02-10T19:30:03.844573
2026-02-20,BKK,departure,10:15,RGN Yangon,8M336,MAI,text,1h 20m,True,2026-02-10T19:30:03.944016
2026-02-20,BKK,departure,10:20,LPQ Luang Prabang,QV634,Lao Airlines,text,2h 0m,True,2026-02-10T19:30:04.031784
2026-02-20,BKK,departure,10:20,HKT Phuket,VZ304,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:30:04.118206
2026-02-20,BKK,departure,10:20,USM Koh Samui,PG131,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:04.203382
2026-02-20,BKK,departure,10:25,KKC Khon Kaen,TG42,Thai Airways,text,1h 0m,True,2026-02-10T19:30:04.291422
2026-02-20,BKK,departure,10:25,CNX Chiang Mai,VZ102,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:30:04.377414
2026-02-20,BKK,departure,10:25,OVB Novosibirsk,SU651,Aeroflot,text,7h 5m,True,2026-02-10T19:30:04.465553
2026-02-20,BKK,departure,10:30,CNX Chiang Mai,FD4104,Thai AirAsia,text,1h 20m,True,2026-02-10T19:30:04.552263
2026-02-20,BKK,departure,10:30,HKG Hong Kong,TG628,Thai Airways,text,2h 50m,True,2026-02-10T19:30:04.640872
2026-02-20,BKK,departure,10:35,PVG Shanghai,TG664,Thai Airways,text,4h 15m,True,2026-02-10T19:30:04.734935
2026-02-20,BKK,departure,10:35,MFM Macau,NX995,Air Macau,text,2h 50m,True,2026-02-10T19:30:04.834443
2026-02-20,BKK,departure,10:40,NST Nakhon Si Thammarat,FD4231,Thai AirAsia,text,1h 25m,True,2026-02-10T19:30:04.935180
2026-02-20,BKK,departure,10:40,HKG Hong Kong,UO705,HK Express,text,3h 0m,True,2026-02-10T19:30:05.023023
2026-02-20,BKK,departure,10:45,PVG Shanghai,FM842,Shanghai Airlines,text,4h 15m,True,2026-02-10T19:30:05.109940
2026-02-20,BKK,departure,10:50,DEL Delhi,6E1064,IndiGo,text,4h 35m,True,2026-02-10T19:30:05.195956
2026-02-20,BKK,departure,10:50,NNG Nanning,GX8910,GX Airlines,text,2h 0m,True,2026-02-10T19:30:05.284738
2026-02-20,BKK,departure,10:50,DAD Da Nang,VZ960,Vietjet Thailand,text,1h 40m,True,2026-02-10T19:30:05.374687
2026-02-20,BKK,departure,10:55,DAC Dhaka,TG321,Thai Airways,text,2h 35m,True,2026-02-10T19:30:05.460348
2026-02-20,BKK,departure,10:55,KMG Kunming,TG612,Thai Airways,text,2h 10m,True,2026-02-10T19:30:05.548368
2026-02-20,BKK,departure,10:55,LPQ Luang Prabang,PG941,Bangkok Airways,text,2h 10m,True,2026-02-10T19:30:05.635728
2026-02-20,BKK,departure,10:55,TPE Taipei,CI834,China Airlines,text,3h 30m,True,2026-02-10T19:30:05.727312
2026-02-20,BKK,departure,11:00,GAY Gaya,TG327,Thai Airways,text,3h 10m,True,2026-02-10T19:30:05.812967
2026-02-20,BKK,departure,11:00,HDY Hat Yai,VZ324,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:30:05.919789
2026-02-20,BKK,departure,11:05,UBP Ubon Ratchathani,VZ220,Vietjet Thailand,text,1h 10m,True,2026-02-10T19:30:06.025588
2026-02-20,BKK,departure,11:05,KUL Kuala Lumpur,MH785,Malaysia Airlines,text,2h 20m,True,2026-02-10T19:30:06.114897
2026-02-20,BKK,departure,11:10,KKC Khon Kaen,FD4501,Thai AirAsia,text,1h 20m,True,2026-02-10T19:30:06.208000
2026-02-20,BKK,departure,11:10,TAS Tashkent,C6526,Centrum Air,text,7h 5m,True,2026-02-10T19:30:06.296853
2026-02-20,BKK,departure,11:10,HAK Haikou,HU7940,Hainan Airlines,text,2h 15m,True,2026-02-10T19:30:06.384818
2026-02-20,BKK,departure,11:15,MNL Manila,5J930,Cebu Pacific,text,3h 45m,True,2026-02-10T19:30:06.476687
2026-02-20,BKK,departure,11:15,NAW Narathiwat,FD4252,Thai AirAsia,text,1h 40m,True,2026-02-10T19:30:06.566754
2026-02-20,BKK,departure,11:15,USM Koh Samui,PG157,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:06.656865
2026-02-20,BKK,departure,11:20,SAI Siem Reap,PG905,Bangkok Airways,text,1h 20m,True,2026-02-10T19:30:06.743697
2026-02-20,BKK,departure,11:20,SGN Ho Chi Minh City,VN600,Vietnam Airlines,text,1h 45m,True,2026-02-10T19:30:06.839155
2026-02-20,BKK,departure,11:25,IKT Irkutsk,S76308,S7 Airlines,text,6h 35m,True,2026-02-10T19:30:06.939158
2026-02-20,BKK,departure,11:25,USM Koh Samui,PG133,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:07.042427
2026-02-20,BKK,departure,11:25,MDL Mandalay,8M338,MAI,text,1h 50m,True,2026-02-10T19:30:07.129104
